Course Title Code,Student ID,Level / Semester,Department,Course Code,Score,Lecturer ID
1,ENG / 1066,100 / 1st,ENGLISH,ENG 101,44,ST / ENG / 106
1,ENG / 1067,100 / 1st,ENGLISH,ENG 101,80,ST / ENG / 106
1,ENG / 1068,100 / 1st,ENGLISH,ENG 101,68,ST / ENG / 106
1,ENG / 1069,100 / 1st,ENGLISH,ENG 101,53,ST / ENG / 106
1,ENG / 1070,100 / 1st,ENGLISH,ENG 101,44,ST / ENG / 106
1,ENG / 1071,100 / 1st,ENGLISH,ENG 101,95,ST / ENG / 106
1,ENG / 1072,100 / 1st,ENGLISH,ENG 101,53,ST / ENG / 106
1,ENG / 1073,100 / 1st,ENGLISH,ENG 101,62,ST / ENG / 106
1,ENG / 1074,100 / 1st,ENGLISH,ENG 101,53,ST / ENG / 106
1,ENG / 1075,100 / 1st,ENGLISH,ENG 101,43,ST / ENG / 106
1,ENG / 1076,100 / 1st,ENGLISH,ENG 101,97,ST / ENG / 106
1,ENG / 1077,100 / 1st,ENGLISH,ENG 101,84,ST / ENG / 106
1,ENG / 1078,100 / 1st,ENGLISH,ENG 101,54,ST / ENG / 106
1,ENG / 1079,100 / 1st,ENGLISH,ENG 101,81,ST / ENG / 106
1,ENG / 1080,100 / 1st,ENGLISH,ENG 101,66,ST / ENG / 106
1,ENG / 1081,100 / 1st,ENGLISH,ENG 101,59,ST / ENG / 106
1,ENG / 1082,100 / 1st,ENGLISH,ENG 101,88,ST / ENG / 106
1,ENG / 1083,100 / 1st,ENGLISH,ENG 101,79,ST / ENG / 106
1,ENG / 1084,100 / 1st,ENGLISH,ENG 101,58,ST / ENG / 106
1,ENG / 1085,100 / 1st,ENGLISH,ENG 101,66,ST / ENG / 106
1,ENG / 1086,100 / 1st,ENGLISH,ENG 101,69,ST / ENG / 106
1,ENG / 1087,100 / 1st,ENGLISH,ENG 101,80,ST / ENG / 106
1,ENG / 1088,100 / 1st,ENGLISH,ENG 101,46,ST / ENG / 106
1,ENG / 1089,100 / 1st,ENGLISH,ENG 101,47,ST / ENG / 106
1,ENG / 1090,100 / 1st,ENGLISH,ENG 101,43,ST / ENG / 106
1,ENG / 1091,100 / 1st,ENGLISH,ENG 101,92,ST / ENG / 106
1,ENG / 1092,100 / 1st,ENGLISH,ENG 101,94,ST / ENG / 106
1,ENG / 1093,100 / 1st,ENGLISH,ENG 101,62,ST / ENG / 106
1,ENG / 1094,100 / 1st,ENGLISH,ENG 101,71,ST / ENG / 106
1,ENG / 1095,100 / 1st,ENGLISH,ENG 101,50,ST / ENG / 106
1,ENG / 1096,100 / 1st,ENGLISH,ENG 101,57,ST / ENG / 106
1,ENG / 1097,100 / 1st,ENGLISH,ENG 101,91,ST / ENG / 106
1,ENG / 1098,100 / 1st,ENGLISH,ENG 101,69,ST / ENG / 106
1,ENG / 1099,100 / 1st,ENGLISH,ENG 101,59,ST / ENG / 106
1,ENG / 1100,100 / 1st,ENGLISH,ENG 101,43,ST / ENG / 106
2,ENG / 1001,100 / 1st,ENGLISH,ENG 202,87,ST / ENG / 107
2,ENG / 1002,100 / 1st,ENGLISH,ENG 202,69,ST / ENG / 107
2,ENG / 1003,100 / 1st,ENGLISH,ENG 202,80,ST / ENG / 107
2,ENG / 1004,100 / 1st,ENGLISH,ENG 202,95,ST / ENG / 107
2,ENG / 1005,100 / 1st,ENGLISH,ENG 202,76,ST / ENG / 107
2,ENG / 1006,100 / 1st,ENGLISH,ENG 202,68,ST / ENG / 107
2,ENG / 1007,100 / 1st,ENGLISH,ENG 202,52,ST / ENG / 107
2,ENG / 1008,100 / 1st,ENGLISH,ENG 202,56,ST / ENG / 107
2,ENG / 1009,100 / 1st,ENGLISH,ENG 202,64,ST / ENG / 107
2,ENG / 1010,100 / 1st,ENGLISH,ENG 202,84,ST / ENG / 107
2,ENG / 1011,100 / 1st,ENGLISH,ENG 202,62,ST / ENG / 107
2,ENG / 1012,100 / 1st,ENGLISH,ENG 202,62,ST / ENG / 107
2,ENG / 1013,100 / 1st,ENGLISH,ENG 202,54,ST / ENG / 107
2,ENG / 1014,100 / 1st,ENGLISH,ENG 202,81,ST / ENG / 107
2,ENG / 1015,100 / 1st,ENGLISH,ENG 202,52,ST / ENG / 107
2,ENG / 1016,100 / 1st,ENGLISH,ENG 202,34,ST / ENG / 107
2,ENG / 1017,100 / 1st,ENGLISH,ENG 202,36,ST / ENG / 107
2,ENG / 1018,100 / 1st,ENGLISH,ENG 202,94,ST / ENG / 107
2,ENG / 1019,100 / 1st,ENGLISH,ENG 202,80,ST / ENG / 107
2,ENG / 1020,100 / 1st,ENGLISH,ENG 202,47,ST / ENG / 107
2,ENG / 1021,100 / 1st,ENGLISH,ENG 202,35,ST / ENG / 107
2,ENG / 1022,100 / 1st,ENGLISH,ENG 202,80,ST / ENG / 107
2,ENG / 1023,100 / 1st,ENGLISH,ENG 202,96,ST / ENG / 107
2,ENG / 1024,100 / 1st,ENGLISH,ENG 202,79,ST / ENG / 107
2,ENG / 1025,100 / 1st,ENGLISH,ENG 202,43,ST / ENG / 107
2,ENG / 1026,100 / 1st,ENGLISH,ENG 202,44,ST / ENG / 107
2,ENG / 1027,100 / 1st,ENGLISH,ENG 202,69,ST / ENG / 107
2,ENG / 1028,100 / 1st,ENGLISH,ENG 202,56,ST / ENG / 107
2,ENG / 1029,100 / 1st,ENGLISH,ENG 202,48,ST / ENG / 107
2,ENG / 1030,100 / 1st,ENGLISH,ENG 202,44,ST / ENG / 107
2,ENG / 1031,100 / 1st,ENGLISH,ENG 202,72,ST / ENG / 107
2,ENG / 1032,100 / 1st,ENGLISH,ENG 202,48,ST / ENG / 107
2,ENG / 1033,100 / 1st,ENGLISH,ENG 202,45,ST / ENG / 107
2,ENG / 1034,100 / 1st,ENGLISH,ENG 202,43,ST / ENG / 107
2,ENG / 1035,100 / 1st,ENGLISH,ENG 202,55,ST / ENG / 107
2,ENG / 1036,100 / 1st,ENGLISH,ENG 202,56,ST / ENG / 107
2,ENG / 1037,100 / 1st,ENGLISH,ENG 202,53,ST / ENG / 107
2,ENG / 1038,100 / 1st,ENGLISH,ENG 202,65,ST / ENG / 107
2,ENG / 1039,100 / 1st,ENGLISH,ENG 202,47,ST / ENG / 107
2,ENG / 1040,100 / 1st,ENGLISH,ENG 202,97,ST / ENG / 107
2,ENG / 1041,100 / 1st,ENGLISH,ENG 202,55,ST / ENG / 107
2,ENG / 1042,100 / 1st,ENGLISH,ENG 202,84,ST / ENG / 107
2,ENG / 1043,100 / 1st,ENGLISH,ENG 202,65,ST / ENG / 107
2,ENG / 1044,100 / 1st,ENGLISH,ENG 202,50,ST / ENG / 107
2,ENG / 1045,100 / 1st,ENGLISH,ENG 202,62,ST / ENG / 107
2,ENG / 1046,100 / 1st,ENGLISH,ENG 202,51,ST / ENG / 107
2,ENG / 1047,100 / 1st,ENGLISH,ENG 202,50,ST / ENG / 107
2,ENG / 1048,100 / 1st,ENGLISH,ENG 202,54,ST / ENG / 107
2,ENG / 1049,100 / 1st,ENGLISH,ENG 202,95,ST / ENG / 107
2,ENG / 1050,100 / 1st,ENGLISH,ENG 202,56,ST / ENG / 107
2,ENG / 1051,100 / 1st,ENGLISH,ENG 202,59,ST / ENG / 107
2,ENG / 1052,100 / 1st,ENGLISH,ENG 202,53,ST / ENG / 107
2,ENG / 1053,100 / 1st,ENGLISH,ENG 202,77,ST / ENG / 107
2,ENG / 1054,100 / 1st,ENGLISH,ENG 202,69,ST / ENG / 107
2,ENG / 1055,100 / 1st,ENGLISH,ENG 202,64,ST / ENG / 107
2,ENG / 1056,100 / 1st,ENGLISH,ENG 202,52,ST / ENG / 107
2,ENG / 1057,100 / 1st,ENGLISH,ENG 202,55,ST / ENG / 107
2,ENG / 1058,100 / 1st,ENGLISH,ENG 202,56,ST / ENG / 107
2,ENG / 1059,100 / 1st,ENGLISH,ENG 202,25,ST / ENG / 107
2,ENG / 1060,100 / 1st,ENGLISH,ENG 202,65,ST / ENG / 107
2,ENG / 1061,100 / 1st,ENGLISH,ENG 202,85,ST / ENG / 107
2,ENG / 1062,100 / 1st,ENGLISH,ENG 202,79,ST / ENG / 107
2,ENG / 1063,100 / 1st,ENGLISH,ENG 202,95,ST / ENG / 107
2,ENG / 1064,100 / 1st,ENGLISH,ENG 202,57,ST / ENG / 107
2,ENG / 1065,100 / 1st,ENGLISH,ENG 202,62,ST / ENG / 107
2,ENG / 1066,100 / 1st,ENGLISH,ENG 202,78,ST / ENG / 107
2,ENG / 1067,100 / 1st,ENGLISH,ENG 202,52,ST / ENG / 107
2,ENG / 1068,100 / 1st,ENGLISH,ENG 202,78,ST / ENG / 107
2,ENG / 1069,100 / 1st,ENGLISH,ENG 202,64,ST / ENG / 107
2,ENG / 1070,100 / 1st,ENGLISH,ENG 202,62,ST / ENG / 107
2,ENG / 1071,100 / 1st,ENGLISH,ENG 202,83,ST / ENG / 107
2,ENG / 1072,100 / 1st,ENGLISH,ENG 202,65,ST / ENG / 107
2,ENG / 1073,100 / 1st,ENGLISH,ENG 202,56,ST / ENG / 107
2,ENG / 1074,100 / 1st,ENGLISH,ENG 202,62,ST / ENG / 107
2,ENG / 1075,100 / 1st,ENGLISH,ENG 202,65,ST / ENG / 107
2,ENG / 1076,100 / 1st,ENGLISH,ENG 202,85,ST / ENG / 107
2,ENG / 1077,100 / 1st,ENGLISH,ENG 202,49,ST / ENG / 107
2,ENG / 1078,100 / 1st,ENGLISH,ENG 202,88,ST / ENG / 107
2,ENG / 1079,100 / 1st,ENGLISH,ENG 202,91,ST / ENG / 107
2,ENG / 1080,100 / 1st,ENGLISH,ENG 202,46,ST / ENG / 107
2,ENG / 1081,100 / 1st,ENGLISH,ENG 202,43,ST / ENG / 107
2,ENG / 1082,100 / 1st,ENGLISH,ENG 202,63,ST / ENG / 107
2,ENG / 1083,100 / 1st,ENGLISH,ENG 202,93,ST / ENG / 107
2,ENG / 1084,100 / 1st,ENGLISH,ENG 202,47,ST / ENG / 107
2,ENG / 1085,100 / 1st,ENGLISH,ENG 202,72,ST / ENG / 107
2,ENG / 1086,100 / 1st,ENGLISH,ENG 202,63,ST / ENG / 107
2,ENG / 1087,100 / 1st,ENGLISH,ENG 202,96,ST / ENG / 107
2,ENG / 1088,100 / 1st,ENGLISH,ENG 202,62,ST / ENG / 107
2,ENG / 1089,100 / 1st,ENGLISH,ENG 202,45,ST / ENG / 107
2,ENG / 1090,100 / 1st,ENGLISH,ENG 202,43,ST / ENG / 107
2,ENG / 1091,100 / 1st,ENGLISH,ENG 202,91,ST / ENG / 107
2,ENG / 1092,100 / 1st,ENGLISH,ENG 202,85,ST / ENG / 107
2,ENG / 1093,100 / 1st,ENGLISH,ENG 202,42,ST / ENG / 107
2,ENG / 1094,100 / 1st,ENGLISH,ENG 202,95,ST / ENG / 107
2,ENG / 1095,100 / 1st,ENGLISH,ENG 202,82,ST / ENG / 107
2,ENG / 1096,100 / 1st,ENGLISH,ENG 202,40,ST / ENG / 107
2,ENG / 1097,100 / 1st,ENGLISH,ENG 202,31,ST / ENG / 107
2,ENG / 1098,100 / 1st,ENGLISH,ENG 202,65,ST / ENG / 107
2,ENG / 1099,100 / 1st,ENGLISH,ENG 202,74,ST / ENG / 107
2,ENG / 1100,100 / 1st,ENGLISH,ENG 202,53,ST / ENG / 107
3,ENG / 1001,100 / 1st,ENGLISH,ENG 303,96,ST / ENG / 108
3,ENG / 1002,100 / 1st,ENGLISH,ENG 303,87,ST / ENG / 108
3,ENG / 1003,100 / 1st,ENGLISH,ENG 303,35,ST / ENG / 108
3,ENG / 1004,100 / 1st,ENGLISH,ENG 303,82,ST / ENG / 108
3,ENG / 1005,100 / 1st,ENGLISH,ENG 303,46,ST / ENG / 108
3,ENG / 1006,100 / 1st,ENGLISH,ENG 303,66,ST / ENG / 108
3,ENG / 1007,100 / 1st,ENGLISH,ENG 303,86,ST / ENG / 108
3,ENG / 1008,100 / 1st,ENGLISH,ENG 303,43,ST / ENG / 108
3,ENG / 1009,100 / 1st,ENGLISH,ENG 303,59,ST / ENG / 108
3,ENG / 1010,100 / 1st,ENGLISH,ENG 303,47,ST / ENG / 108
3,ENG / 1011,100 / 1st,ENGLISH,ENG 303,68,ST / ENG / 108
3,ENG / 1012,100 / 1st,ENGLISH,ENG 303,59,ST / ENG / 108
3,ENG / 1013,100 / 1st,ENGLISH,ENG 303,74,ST / ENG / 108
3,ENG / 1014,100 / 1st,ENGLISH,ENG 303,97,ST / ENG / 108
3,ENG / 1015,100 / 1st,ENGLISH,ENG 303,44,ST / ENG / 108
3,ENG / 1016,100 / 1st,ENGLISH,ENG 303,51,ST / ENG / 108
3,ENG / 1017,100 / 1st,ENGLISH,ENG 303,64,ST / ENG / 108
3,ENG / 1018,100 / 1st,ENGLISH,ENG 303,62,ST / ENG / 108
3,ENG / 1019,100 / 1st,ENGLISH,ENG 303,92,ST / ENG / 108
3,ENG / 1020,100 / 1st,ENGLISH,ENG 303,83,ST / ENG / 108
3,ENG / 1021,100 / 1st,ENGLISH,ENG 303,94,ST / ENG / 108
3,ENG / 1022,100 / 1st,ENGLISH,ENG 303,66,ST / ENG / 108
3,ENG / 1023,100 / 1st,ENGLISH,ENG 303,57,ST / ENG / 108
3,ENG / 1024,100 / 1st,ENGLISH,ENG 303,48,ST / ENG / 108
3,ENG / 1025,100 / 1st,ENGLISH,ENG 303,52,ST / ENG / 108
3,ENG / 1026,100 / 1st,ENGLISH,ENG 303,53,ST / ENG / 108
3,ENG / 1027,100 / 1st,ENGLISH,ENG 303,67,ST / ENG / 108
3,ENG / 1028,100 / 1st,ENGLISH,ENG 303,66,ST / ENG / 108
3,ENG / 1029,100 / 1st,ENGLISH,ENG 303,89,ST / ENG / 108
3,ENG / 1030,100 / 1st,ENGLISH,ENG 303,88,ST / ENG / 108
3,ENG / 1031,100 / 1st,ENGLISH,ENG 303,55,ST / ENG / 108
3,ENG / 1032,100 / 1st,ENGLISH,ENG 303,64,ST / ENG / 108
3,ENG / 1033,100 / 1st,ENGLISH,ENG 303,68,ST / ENG / 108
3,ENG / 1034,100 / 1st,ENGLISH,ENG 303,53,ST / ENG / 108
3,ENG / 1035,100 / 1st,ENGLISH,ENG 303,56,ST / ENG / 108
3,ENG / 1036,100 / 1st,ENGLISH,ENG 303,93,ST / ENG / 108
3,ENG / 1037,100 / 1st,ENGLISH,ENG 303,71,ST / ENG / 108
3,ENG / 1038,100 / 1st,ENGLISH,ENG 303,96,ST / ENG / 108
3,ENG / 1039,100 / 1st,ENGLISH,ENG 303,94,ST / ENG / 108
3,ENG / 1040,100 / 1st,ENGLISH,ENG 303,58,ST / ENG / 108
3,ENG / 1041,100 / 1st,ENGLISH,ENG 303,55,ST / ENG / 108
3,ENG / 1042,100 / 1st,ENGLISH,ENG 303,64,ST / ENG / 108
3,ENG / 1043,100 / 1st,ENGLISH,ENG 303,62,ST / ENG / 108
3,ENG / 1044,100 / 1st,ENGLISH,ENG 303,47,ST / ENG / 108
3,ENG / 1045,100 / 1st,ENGLISH,ENG 303,39,ST / ENG / 108
3,ENG / 1046,100 / 1st,ENGLISH,ENG 303,77,ST / ENG / 108
3,ENG / 1047,100 / 1st,ENGLISH,ENG 303,64,ST / ENG / 108
3,ENG / 1048,100 / 1st,ENGLISH,ENG 303,87,ST / ENG / 108
3,ENG / 1049,100 / 1st,ENGLISH,ENG 303,45,ST / ENG / 108
3,ENG / 1050,100 / 1st,ENGLISH,ENG 303,53,ST / ENG / 108
3,ENG / 1051,100 / 1st,ENGLISH,ENG 303,59,ST / ENG / 108
3,ENG / 1052,100 / 1st,ENGLISH,ENG 303,42,ST / ENG / 108
3,ENG / 1053,100 / 1st,ENGLISH,ENG 303,62,ST / ENG / 108
3,ENG / 1054,100 / 1st,ENGLISH,ENG 303,43,ST / ENG / 108
3,ENG / 1055,100 / 1st,ENGLISH,ENG 303,68,ST / ENG / 108
3,ENG / 1056,100 / 1st,ENGLISH,ENG 303,37,ST / ENG / 108
3,ENG / 1057,100 / 1st,ENGLISH,ENG 303,64,ST / ENG / 108
3,ENG / 1058,100 / 1st,ENGLISH,ENG 303,53,ST / ENG / 108
3,ENG / 1059,100 / 1st,ENGLISH,ENG 303,95,ST / ENG / 108
3,ENG / 1060,100 / 1st,ENGLISH,ENG 303,74,ST / ENG / 108
3,ENG / 1061,100 / 1st,ENGLISH,ENG 303,82,ST / ENG / 108
3,ENG / 1062,100 / 1st,ENGLISH,ENG 303,61,ST / ENG / 108
3,ENG / 1063,100 / 1st,ENGLISH,ENG 303,49,ST / ENG / 108
3,ENG / 1064,100 / 1st,ENGLISH,ENG 303,90,ST / ENG / 108
3,ENG / 1065,100 / 1st,ENGLISH,ENG 303,64,ST / ENG / 108
3,ENG / 1066,100 / 1st,ENGLISH,ENG 303,44,ST / ENG / 108
3,ENG / 1067,100 / 1st,ENGLISH,ENG 303,91,ST / ENG / 108
3,ENG / 1068,100 / 1st,ENGLISH,ENG 303,72,ST / ENG / 108
3,ENG / 1069,100 / 1st,ENGLISH,ENG 303,48,ST / ENG / 108
3,ENG / 1070,100 / 1st,ENGLISH,ENG 303,54,ST / ENG / 108
3,ENG / 1071,100 / 1st,ENGLISH,ENG 303,51,ST / ENG / 108
3,ENG / 1072,100 / 1st,ENGLISH,ENG 303,46,ST / ENG / 108
3,ENG / 1073,100 / 1st,ENGLISH,ENG 303,61,ST / ENG / 108
3,ENG / 1074,100 / 1st,ENGLISH,ENG 303,83,ST / ENG / 108
3,ENG / 1075,100 / 1st,ENGLISH,ENG 303,57,ST / ENG / 108
3,ENG / 1076,100 / 1st,ENGLISH,ENG 303,65,ST / ENG / 108
3,ENG / 1077,100 / 1st,ENGLISH,ENG 303,91,ST / ENG / 108
3,ENG / 1078,100 / 1st,ENGLISH,ENG 303,42,ST / ENG / 108
3,ENG / 1079,100 / 1st,ENGLISH,ENG 303,87,ST / ENG / 108
3,ENG / 1080,100 / 1st,ENGLISH,ENG 303,62,ST / ENG / 108
3,ENG / 1081,100 / 1st,ENGLISH,ENG 303,79,ST / ENG / 108
3,ENG / 1082,100 / 1st,ENGLISH,ENG 303,93,ST / ENG / 108
3,ENG / 1083,100 / 1st,ENGLISH,ENG 303,89,ST / ENG / 108
3,ENG / 1084,100 / 1st,ENGLISH,ENG 303,66,ST / ENG / 108
3,ENG / 1085,100 / 1st,ENGLISH,ENG 303,59,ST / ENG / 108
3,ENG / 1086,100 / 1st,ENGLISH,ENG 303,49,ST / ENG / 108
3,ENG / 1087,100 / 1st,ENGLISH,ENG 303,41,ST / ENG / 108
3,ENG / 1088,100 / 1st,ENGLISH,ENG 303,31,ST / ENG / 108
3,ENG / 1089,100 / 1st,ENGLISH,ENG 303,85,ST / ENG / 108
3,ENG / 1090,100 / 1st,ENGLISH,ENG 303,64,ST / ENG / 108
3,ENG / 1091,100 / 1st,ENGLISH,ENG 303,89,ST / ENG / 108
3,ENG / 1092,100 / 1st,ENGLISH,ENG 303,52,ST / ENG / 108
3,ENG / 1093,100 / 1st,ENGLISH,ENG 303,63,ST / ENG / 108
3,ENG / 1094,100 / 1st,ENGLISH,ENG 303,90,ST / ENG / 108
3,ENG / 1095,100 / 1st,ENGLISH,ENG 303,84,ST / ENG / 108
3,ENG / 1096,100 / 1st,ENGLISH,ENG 303,78,ST / ENG / 108
3,ENG / 1097,100 / 1st,ENGLISH,ENG 303,53,ST / ENG / 108
3,ENG / 1098,100 / 1st,ENGLISH,ENG 303,85,ST / ENG / 108
3,ENG / 1099,100 / 1st,ENGLISH,ENG 303,48,ST / ENG / 108
3,ENG / 1100,100 / 1st,ENGLISH,ENG 303,93,ST / ENG / 108
4,ENG / 1001,100 / 1st,ENGLISH,ENG 404,90,ST / ENG / 109
4,ENG / 1002,100 / 1st,ENGLISH,ENG 404,44,ST / ENG / 109
4,ENG / 1003,100 / 1st,ENGLISH,ENG 404,67,ST / ENG / 109
4,ENG / 1004,100 / 1st,ENGLISH,ENG 404,88,ST / ENG / 109
4,ENG / 1005,100 / 1st,ENGLISH,ENG 404,59,ST / ENG / 109
4,ENG / 1006,100 / 1st,ENGLISH,ENG 404,59,ST / ENG / 109
4,ENG / 1007,100 / 1st,ENGLISH,ENG 404,53,ST / ENG / 109
4,ENG / 1008,100 / 1st,ENGLISH,ENG 404,54,ST / ENG / 109
4,ENG / 1009,100 / 1st,ENGLISH,ENG 404,69,ST / ENG / 109
4,ENG / 1010,100 / 1st,ENGLISH,ENG 404,55,ST / ENG / 109
4,ENG / 1011,100 / 1st,ENGLISH,ENG 404,62,ST / ENG / 109
4,ENG / 1012,100 / 1st,ENGLISH,ENG 404,51,ST / ENG / 109
4,ENG / 1013,100 / 1st,ENGLISH,ENG 404,49,ST / ENG / 109
4,ENG / 1014,100 / 1st,ENGLISH,ENG 404,49,ST / ENG / 109
4,ENG / 1015,100 / 1st,ENGLISH,ENG 404,66,ST / ENG / 109
4,ENG / 1016,100 / 1st,ENGLISH,ENG 404,45,ST / ENG / 109
4,ENG / 1017,100 / 1st,ENGLISH,ENG 404,77,ST / ENG / 109
4,ENG / 1018,100 / 1st,ENGLISH,ENG 404,56,ST / ENG / 109
4,ENG / 1019,100 / 1st,ENGLISH,ENG 404,72,ST / ENG / 109
4,ENG / 1020,100 / 1st,ENGLISH,ENG 404,52,ST / ENG / 109
4,ENG / 1021,100 / 1st,ENGLISH,ENG 404,86,ST / ENG / 109
4,ENG / 1022,100 / 1st,ENGLISH,ENG 404,85,ST / ENG / 109
4,ENG / 1023,100 / 1st,ENGLISH,ENG 404,20,ST / ENG / 109
4,ENG / 1024,100 / 1st,ENGLISH,ENG 404,42,ST / ENG / 109
4,ENG / 1025,100 / 1st,ENGLISH,ENG 404,45,ST / ENG / 109
4,ENG / 1026,100 / 1st,ENGLISH,ENG 404,79,ST / ENG / 109
4,ENG / 1027,100 / 1st,ENGLISH,ENG 404,49,ST / ENG / 109
4,ENG / 1028,100 / 1st,ENGLISH,ENG 404,67,ST / ENG / 109
4,ENG / 1029,100 / 1st,ENGLISH,ENG 404,69,ST / ENG / 109
4,ENG / 1030,100 / 1st,ENGLISH,ENG 404,44,ST / ENG / 109
4,ENG / 1031,100 / 1st,ENGLISH,ENG 404,31,ST / ENG / 109
